Original Institue Holdout and Pre-HoldOut,,,,,,,,,,,,,,,,,,,,,,,,
,accuracy,f1,precision,recall,balanced_ac,roc_auc,tn,fp,fn,tp,roc_curve,fold,,,,,,,,,,,,
,InstituteHold,46,Overall,0.934065934,0.814814815,0.827586207,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 1.0]","[0.0, 0.07692307692307693, 0.6153846153846154, 0.6153846153846154, 0.9230769230769231, 0.9230769230769231, 1.0, 1.0]","[inf, 0.9993695020675659, 0.9344097375869751, 0.8796228766441345, 0.8254421353340149, 0.53031986951828, 0.4271295964717865, 0.0022896367590874434]",12,10,4,1,PreHold,0.7,0.652173913,0.555555556,"[0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.26666666666666666, 0.26666666666666666, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.0, 0.125, 0.125, 0.375, 0.375, 0.5, 0.5, 0.625, 0.625, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9910598993301392, 0.9878823757171631, 0.9814125299453735, 0.9554996490478516, 0.9468772411346436, 0.8830470442771912, 0.8626893162727356, 0.6801437139511108, 0.06955704838037491, 0.05672554299235344, 0.021702397614717484, 0.0028717736713588238, 0.0007019367185421288]",5,10,5,3
,InstituteHold,47,Screen,1,0.933333333,0.941176471,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.125, 1.0, 1.0]","[inf, 0.9962528347969055, 0.7321951389312744, 0.010842237621545792]",8,6,1,0,PreHold,0.85,0.555555556,0.5,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.2, 0.4, 0.4, 1.0, 1.0]","[inf, 0.9962694048881531, 0.9821349382400513, 0.7452533841133118, 0.3244848847389221, 0.006638503633439541]",2,3,1,3
,InstituteHold,47,Day 0,0.958333333,0.785714286,0.823529412,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9929307699203491, 0.938668429851532, 0.8701950311660767, 0.3236190974712372, 0.021204005926847458]",7,4,2,1,PreHold,0.833333333,0.6,0.5,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9971069097518921, 0.48983630537986755, 0.2795398235321045, 0.14213675260543823, 0.036250993609428406, 0.033080149441957474, 0.015663379803299904]",2,4,0,4
,InstituteHold,47,Adj Wk 1,0.9,0.777777778,0.8,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9967931509017944, 0.8799501061439514, 0.49915024638175964, 0.07458394020795822, 0.020228387787938118]",4,3,1,1,PreHold,1,0.833333333,0.8,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.5, 1.0, 1.0]","[inf, 0.9986475706100464, 0.9648305773735046, 0.007345350459218025]",2,3,1,0
,InstituteHold,47,Overall,0.946778711,0.842105263,0.863636364,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.35294117647058826, 0.35294117647058826, 0.5882352941176471, 0.5882352941176471, 1.0]","[0.0, 0.047619047619047616, 0.8095238095238095, 0.8095238095238095, 0.8571428571428571, 0.8571428571428571, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.9967931509017944, 0.923721432685852, 0.920873761177063, 0.8799501061439514, 0.8701950311660767, 0.7321951389312744, 0.4302087426185608, 0.3236190974712372, 0.08355226367712021, 0.07458394020795822, 0.010842237621545792]",19,13,4,2,PreHold,0.884615385,0.64,0.571428571,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.25, 0.25, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.07692307692307693, 0.46153846153846156, 0.46153846153846156, 0.7692307692307693, 0.7692307692307693, 0.9230769230769231, 0.9230769230769231, 1.0, 1.0]","[inf, 0.9986475706100464, 0.8943102955818176, 0.5861697196960449, 0.3244848847389221, 0.2795398235321045, 0.14213675260543823, 0.036250993609428406, 0.033080149441957474, 0.006638503633439541]",6,10,2,7
,InstituteHold,48,Screen,0.942857143,0.833333333,0.875,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.987750768661499, 0.8251338601112366, 0.6238147020339966, 0.5482354760169983, 0.0038081156089901924]",7,3,2,0,PreHold,0.666666667,0.6,0.333333333,"[0.0, 0.0, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.5714285714285714, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9985077381134033, 0.4085867702960968, 0.2012423574924469, 0.17114868760108948, 0.12211847305297852, 0.02963957190513611]",1,5,2,2
,InstituteHold,48,Day 0,0.942857143,0.833333333,0.857142857,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9961274862289429, 0.8288958072662354, 0.6964900493621826, 0.11170975863933563, 0.008074430748820305]",6,4,1,1,PreHold,0.666666667,0.444444444,0.285714286,"[0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9981968402862549, 0.8121944069862366, 0.274320125579834, 0.03209618479013443]",1,3,3,2
,InstituteHold,48,Adj Wk 1,0.833333333,0.857142857,0.857142857,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9983241558074951, 0.9300451874732971, 0.24688656628131866, 0.030841363593935966, 0.003358274232596159]",3,3,0,1,PreHold,0.777777778,0.5,0.4,"[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9936720728874207, 0.5750859975814819, 0.33630087971687317, 0.008370601572096348]",1,2,1,2
,InstituteHold,48,Overall,0.923076923,0.838709677,0.864864865,"[0.0, 0.0, 0.0, 0.23076923076923078, 0.23076923076923078, 0.38461538461538464, 0.38461538461538464, 0.5384615384615384, 0.5384615384615384, 1.0]","[0.0, 0.05555555555555555, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 0.9444444444444444, 0.9444444444444444, 1.0, 1.0]","[inf, 0.9983241558074951, 0.8251338601112366, 0.6238147020339966, 0.5482354760169983, 0.24688656628131866, 0.11170975863933563, 0.05121511593461037, 0.030841363593935966, 0.003358274232596159]",16,10,3,2,PreHold,0.701388889,0.52,0.333333333,"[0.0, 0.0, 0.0, 0.4375, 0.4375, 0.5, 0.5, 1.0]","[0.0, 0.1111111111111111, 0.3333333333333333, 0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 1.0, 1.0]","[inf, 0.9985077381134033, 0.9936720728874207, 0.4085867702960968, 0.2012423574924469, 0.17114868760108948, 0.12211847305297852, 0.008370601572096348]",3,10,6,6
,InstituteHold,49,Screen,0.9375,0.857142857,0.888888889,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.125, 0.75, 0.75, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9956430792808533, 0.8527283668518066, 0.8354537487030029, 0.8117892146110535, 0.7386553883552551, 0.6003352999687195, 0.0042463503777980804]",8,4,2,0,PreHold,1,0.888888889,0.857142857,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9991178512573242, 0.9790939092636108, 0.0007805885979905725]",3,5,1,0
,InstituteHold,49,Day 0,1,0.916666667,0.933333333,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9848911762237549, 0.6480334997177124, 0.02023366093635559]",7,4,1,0,PreHold,0.777777778,0.666666667,0.571428571,"[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9991714358329773, 0.9379185438156128, 0.11797317117452621, 0.0025130314752459526]",2,4,2,1
,InstituteHold,49,Adj Wk 1,1,0.875,0.888888889,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.999385416507721, 0.7177020311355591, 0.006572222337126732]",4,3,1,0,PreHold,0.933333333,0.875,0.8,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9744409322738647, 0.8427682518959045, 0.36425361037254333, 0.08790597319602966, 0.0002600861480459571]",2,5,0,1
,InstituteHold,49,Overall,0.968421053,0.882352941,0.904761905,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 1.0]","[0.0, 0.05263157894736842, 0.6842105263157895, 0.6842105263157895, 0.8421052631578947, 0.8421052631578947, 1.0, 1.0]","[inf, 0.999385416507721, 0.8527283668518066, 0.8354537487030029, 0.7668031454086304, 0.7386553883552551, 0.6003352999687195, 0.0042463503777980804]",19,11,4,0,PreHold,0.875816993,0.807692308,0.736842105,"[0.0, 0.0, 0.0, 0.17647058823529413, 0.17647058823529413, 0.35294117647058826, 0.35294117647058826, 0.4117647058823529, 0.4117647058823529, 1.0]","[0.0, 0.1111111111111111, 0.5555555555555556, 0.5555555555555556, 0.7777777777777778, 0.7777777777777778, 0.8888888888888888, 0.8888888888888888, 1.0, 1.0]","[inf, 0.9991714358329773, 0.9744409322738647, 0.9379185438156128, 0.8427682518959045, 0.14478249847888947, 0.11797317117452621, 0.10714251548051834, 0.08790597319602966, 0.0002600861480459571]",7,14,3,2
,InstituteHold,50,Screen,0.944444444,0.833333333,0.833333333,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9947695732116699, 0.8042670488357544, 0.6949173808097839, 0.16848823428153992, 0.004257182590663433]",5,5,1,1,PreHold,0.72,0.6,0.5,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.6, 0.6, 1.0]","[0.0, 0.2, 0.4, 0.4, 0.6, 0.6, 1.0, 1.0]","[inf, 0.99933260679245, 0.9827214479446411, 0.9617385864257812, 0.14763490855693817, 0.07699622213840485, 0.04585018754005432, 0.001244742888957262]",2,4,1,3
,InstituteHold,50,Day 0,0.9,0.727272727,0.727272727,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 1.0, 1.0]","[inf, 0.9986347556114197, 0.9846767783164978, 0.9780371189117432, 0.21411989629268646, 0.010734816081821918]",4,4,1,2,PreHold,0.64,0.5,0.444444444,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0, 1.0]","[0.0, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0]","[inf, 0.9973219633102417, 0.9668655395507812, 0.8990633487701416, 0.07509907335042953, 0.012569768354296684, 0.0029714624397456646]",2,3,2,3
,InstituteHold,50,Adj Wk 1,0.75,0.857142857,0.8,"[0.0, 0.0, 0.0, 0.75, 0.75, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9950349926948547, 0.9930266737937927, 0.08764547854661942, 0.061385106295347214, 0.025402627885341644]",2,4,0,1,PreHold,0.666666667,0.333333333,0,"[0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.0, 1.0, 1.0]","[inf, 0.5351164937019348, 0.13379082083702087, 0.015826741233468056]",0,2,1,3
,InstituteHold,50,Overall,0.897777778,0.8,0.785714286,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.26666666666666666, 0.26666666666666666, 0.4, 0.4, 1.0]","[0.0, 0.06666666666666667, 0.4, 0.4, 0.6, 0.6, 0.8, 0.8, 0.9333333333333333, 0.9333333333333333, 1.0, 1.0]","[inf, 0.9986347556114197, 0.9846767783164978, 0.9780371189117432, 0.8042670488357544, 0.6949173808097839, 0.4882783591747284, 0.23767893016338348, 0.16848823428153992, 0.08764547854661942, 0.061385106295347214, 0.004257182590663433]",11,13,2,4,PreHold,0.692307692,0.5,0.380952381,"[0.0, 0.0, 0.0, 0.3076923076923077, 0.3076923076923077, 0.46153846153846156, 0.46153846153846156, 0.6153846153846154, 0.6153846153846154, 0.9230769230769231, 0.9230769230769231, 1.0]","[0.0, 0.07692307692307693, 0.3076923076923077, 0.3076923076923077, 0.6923076923076923, 0.6923076923076923, 0.8461538461538461, 0.8461538461538461, 0.9230769230769231, 0.9230769230769231, 1.0, 1.0]","[inf, 0.99933260679245, 0.9668655395507812, 0.5351164937019348, 0.13379082083702087, 0.07699622213840485, 0.07033140957355499, 0.06104935705661774, 0.04585018754005432, 0.006969632115215063, 0.0029714624397456646, 0.001244742888957262]",4,9,4,9
,InstituteHold,51,Screen,0.976190476,0.846153846,0.857142857,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9352278709411621, 0.720608651638031, 0.5635292530059814, 0.30042803287506104, 0.042492251843214035]",6,5,1,1,PreHold,0.777777778,0.666666667,0.727272727,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.96962571144104, 0.9458021521568298, 0.8966518640518188, 0.1548929214477539, 0.09123765677213669]",4,2,1,2
,InstituteHold,51,Day 0,0.7,0.615384615,0.666666667,"[0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0]","[0.0, 0.125, 0.125, 0.625, 0.625, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9625234603881836, 0.9199164509773254, 0.6971756219863892, 0.5740607380867004, 0.2892226576805115, 0.11045721918344498, 0.0919560045003891, 0.02367926575243473]",5,3,2,3,PreHold,0.777777778,0.666666667,0.727272727,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9517111778259277, 0.7523250579833984, 0.47875624895095825, 0.0943182110786438, 0.010166787542402744]",4,2,1,2
,InstituteHold,51,Adj Wk 1,0.6875,0.625,0.571428571,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0]","[inf, 0.9102501273155212, 0.896953821182251, 0.6069527864456177, 0.4038589596748352, 0.038807645440101624, 0.028402745723724365]",2,3,1,2,PreHold,1,0.875,0.909090909,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.16666666666666666, 1.0, 1.0]","[inf, 0.9822065234184265, 0.2870238125324249, 0.026333222165703773]",5,2,0,1
,InstituteHold,51,Overall,0.824561404,0.705882353,0.722222222,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.26666666666666666, 0.26666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5333333333333333, 0.5333333333333333, 0.9333333333333333, 0.9333333333333333, 1.0]","[0.0, 0.05263157894736842, 0.15789473684210525, 0.15789473684210525, 0.6842105263157895, 0.6842105263157895, 0.7894736842105263, 0.7894736842105263, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9625234603881836, 0.930884063243866, 0.9199164509773254, 0.6971756219863892, 0.5635292530059814, 0.4038589596748352, 0.3200405240058899, 0.2892226576805115, 0.11045721918344498, 0.0919560045003891, 0.038807645440101624, 0.028402745723724365, 0.02367926575243473]",13,11,4,6,PreHold,0.819444444,0.730769231,0.787878788,"[0.0, 0.0, 0.0, 0.125, 0.125, 0.25, 0.25, 0.375, 0.375, 0.5, 0.5, 0.625, 0.625, 1.0]","[0.0, 0.05555555555555555, 0.4444444444444444, 0.4444444444444444, 0.6111111111111112, 0.6111111111111112, 0.7222222222222222, 0.7222222222222222, 0.8333333333333334, 0.8333333333333334, 0.9444444444444444, 0.9444444444444444, 1.0, 1.0]","[inf, 0.9822065234184265, 0.9077303409576416, 0.8966518640518188, 0.6926565766334534, 0.6588754653930664, 0.5130473375320435, 0.47875624895095825, 0.2870238125324249, 0.1814541220664978, 0.13324883580207825, 0.10779907554388046, 0.0943182110786438, 0.010166787542402744]",13,6,2,5
,InstituteHold,52,Screen,0.96875,0.916666667,0.941176471,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.99977707862854, 0.9418084025382996, 0.9268792271614075, 0.7087525725364685, 0.00024592882255092263]",8,3,1,0,PreHold,0.6,0.5,0.333333333,"[0.0, 0.0, 0.4, 0.4, 0.8, 0.8, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9998934864997864, 0.9718084931373596, 0.23821578919887543, 0.023948632180690765, 0.0021828054450452328, 3.743192064575851e-05]",1,3,2,2
,InstituteHold,52,Day 0,0.928571429,0.909090909,0.933333333,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9991739392280579, 0.9939339756965637, 0.9775236248970032, 0.8839478492736816, 0.0024700143840163946]",7,3,1,0,PreHold,0.65,0.444444444,0.444444444,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.75, 0.75, 1.0]","[0.0, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9999157786369324, 0.9991527795791626, 0.5568393468856812, 0.08800653368234634, 0.0007969191065058112, 7.827465742593631e-05, 5.088979014544748e-05]",2,2,2,3
,InstituteHold,52,Adj Wk 1,1,0.833333333,0.888888889,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9997854232788086, 0.9840457439422607, 0.04641333222389221]",4,1,1,0,PreHold,0.9375,0.875,0.857142857,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9999467134475708, 0.6814823150634766, 0.03681042790412903, 0.005590528249740601, 1.5003829503257293e-05]",3,4,0,1
,InstituteHold,52,Overall,0.957894737,0.896551724,0.926829268,"[0.0, 0.0, 0.0, 0.1, 0.1, 0.2, 0.2, 1.0]","[0.0, 0.05263157894736842, 0.7368421052631579, 0.7368421052631579, 0.8421052631578947, 0.8421052631578947, 1.0, 1.0]","[inf, 0.9997854232788086, 0.9840457439422607, 0.9775236248970032, 0.9418084025382996, 0.9268792271614075, 0.7087525725364685, 0.00024592882255092263]",19,7,3,0,PreHold,0.737179487,0.6,0.545454545,"[0.0, 0.0, 0.0, 0.23076923076923078, 0.23076923076923078, 0.3076923076923077, 0.3076923076923077, 0.38461538461538464, 0.38461538461538464, 0.5384615384615384, 0.5384615384615384, 0.6153846153846154, 0.6153846153846154, 0.7692307692307693, 0.7692307692307693, 1.0]","[0.0, 0.08333333333333333, 0.4166666666666667, 0.4166666666666667, 0.5, 0.5, 0.6666666666666666, 0.6666666666666666, 0.75, 0.75, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.9999467134475708, 0.9991527795791626, 0.9718084931373596, 0.6814823150634766, 0.5568393468856812, 0.23821578919887543, 0.19735276699066162, 0.08800653368234634, 0.023948632180690765, 0.005590528249740601, 0.004231607541441917, 0.0021828054450452328, 0.00039230348193086684, 7.827465742593631e-05, 1.5003829503257293e-05]",6,9,4,6
,InstituteHold,53,Screen,0.928571429,0.769230769,0.8,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9988238215446472, 0.7432184219360352, 0.6780935525894165, 0.616997480392456, 0.5476904511451721, 0.42761871218681335, 0.0032517951913177967]",6,4,2,1,PreHold,0.666666667,0.8,0.8,"[0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0]","[inf, 0.9966285228729248, 0.6540132761001587, 0.046321917325258255, 0.043319351971149445]",4,4,0,2
,InstituteHold,53,Day 0,0.857142857,0.666666667,0.714285714,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9890241026878357, 0.8588120937347412, 0.7138203978538513, 0.5881706476211548, 0.5673364400863647, 0.2981712222099304, 0.008014671504497528]",5,3,2,2,PreHold,0.875,0.75,0.666666667,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9748034477233887, 0.3756791949272156, 0.23990324139595032, 0.17361201345920563, 0.06219049170613289]",2,4,0,2
,InstituteHold,53,Adj Wk 1,0.9,0.888888889,0.888888889,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9984943270683289, 0.5526509881019592, 0.1774410456418991, 0.10512543469667435, 0.004993364214897156]",4,4,0,1,PreHold,1,0.714285714,0.75,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.2, 1.0, 1.0]","[inf, 0.9983031749725342, 0.20159202814102173, 0.0040008295327425]",3,2,0,2
,InstituteHold,53,Overall,0.894736842,0.764705882,0.789473684,"[0.0, 0.0, 0.0, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.26666666666666666, 0.26666666666666666, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.05263157894736842, 0.631578947368421, 0.631578947368421, 0.7368421052631579, 0.7368421052631579, 0.7894736842105263, 0.7894736842105263, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9988238215446472, 0.7432184219360352, 0.6780935525894165, 0.5881706476211548, 0.5673364400863647, 0.5526509881019592, 0.5476904511451721, 0.3868882656097412, 0.3386768102645874, 0.2981712222099304, 0.12870261073112488, 0.10512543469667435, 0.0032517951913177967]",15,11,4,4,PreHold,0.853333333,0.76,0.75,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.9, 0.9, 1.0]","[0.0, 0.06666666666666667, 0.7333333333333333, 0.7333333333333333, 0.8666666666666667, 0.8666666666666667, 1.0, 1.0]","[inf, 0.9983031749725342, 0.3756791949272156, 0.23990324139595032, 0.17361201345920563, 0.046321917325258255, 0.043319351971149445, 0.0040008295327425]",9,10,0,6
,InstituteHold,54,Screen,0.958333333,0.857142857,0.888888889,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9966859221458435, 0.9312684535980225, 0.839847981929779, 0.6634316444396973, 0.0022218667436391115]",8,4,2,0,PreHold,0.761904762,0.5,0.545454545,"[0.0, 0.0, 0.0, 0.7142857142857143, 0.7142857142857143, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9976533055305481, 0.993914008140564, 0.7505382299423218, 0.5443223714828491, 0.018655860796570778]",3,2,5,0
,InstituteHold,54,Day 0,0.875,0.769230769,0.823529412,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.125, 0.5, 0.5, 0.875, 0.875, 1.0, 1.0]","[inf, 0.998004138469696, 0.9651095867156982, 0.9624737501144409, 0.8988231420516968, 0.8518070578575134, 0.12371881306171417, 0.005045490805059671]",7,3,2,1,PreHold,0.666666667,0.625,0.571428571,"[0.0, 0.2, 0.2, 0.6, 0.6, 1.0]","[0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9945403933525085, 0.90630704164505, 0.10962378233671188, 0.06582062691450119, 0.004232168197631836]",2,3,2,1
,InstituteHold,54,Adj Wk 1,1,0.875,0.888888889,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.2, 1.0, 1.0]","[inf, 0.999133288860321, 0.08611197769641876, 0.004191586282104254]",4,3,0,1,PreHold,0.833333333,0.714285714,0.5,"[0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.0, 1.0, 1.0]","[inf, 0.9895142316818237, 0.9788466095924377, 0.008906596340239048]",1,4,2,0
,InstituteHold,54,Overall,0.925170068,0.828571429,0.863636364,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.35714285714285715, 0.35714285714285715, 1.0]","[0.0, 0.047619047619047616, 0.5238095238095238, 0.5238095238095238, 0.7619047619047619, 0.7619047619047619, 0.8571428571428571, 0.8571428571428571, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.999133288860321, 0.9651095867156982, 0.9624737501144409, 0.9139816164970398, 0.9087943434715271, 0.871931791305542, 0.839847981929779, 0.12371881306171417, 0.10877394676208496, 0.08611197769641876, 0.0022218667436391115]",19,10,4,2,PreHold,0.761904762,0.6,0.545454545,"[0.0, 0.0, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.5, 0.5, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9976533055305481, 0.9945403933525085, 0.993914008140564, 0.9895142316818237, 0.9788466095924377, 0.9338545799255371, 0.90630704164505, 0.6546657085418701, 0.5443223714828491, 0.10962378233671188, 0.06582062691450119, 0.004232168197631836]",6,9,9,1
