Level,Type,Holdout Repeat,Visit,ROC_AUC,Accuracy,F1,FPR,TPR,Thresholds,tp,tn,fp,fn
sample,Institute,18,Overall,0.8970588235294117,0.7575757575757576,0.7647058823529411,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.29411764705882354, 0.29411764705882354, 0.35294117647058826, 0.35294117647058826, 1.0]","[0.0, 0.0625, 0.5, 0.5, 0.5625, 0.5625, 0.6875, 0.6875, 0.8125, 0.8125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9983977675437927, 0.9374493956565857, 0.9367101788520813, 0.9197248220443726, 0.911571204662323, 0.8327265381813049, 0.7591487765312195, 0.6496272683143616, 0.5168839693069458, 0.42644330859184265, 0.3704673647880554, 0.1409228891134262, 0.000670199457090348]",13,12,5,3
sample,Institute,19,Screen,1.0,1.0,1.0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9969820976257324, 0.8370985984802246, 0.0024245993699878454]",7,5,0,0
sample,Institute,19,Day 0,1.0,1.0,1.0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9993865489959717, 0.8953490257263184, 0.014867197722196579]",7,4,0,0
sample,Institute,19,Adj Wk 1,1.0,1.0,1.0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9998788237571716, 0.7101373076438904, 0.0026094531640410423]",4,3,0,0
sample,Institute,19,Overall,1.0,1.0,1.0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.05555555555555555, 1.0, 1.0]","[inf, 0.9998788237571716, 0.7101373076438904, 0.0024245993699878454]",18,12,0,0
sample,Institute,20,Screen,1.0,0.9230769230769231,0.9230769230769231,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.14285714285714285, 1.0, 1.0]","[inf, 0.9768140912055969, 0.40941768884658813, 0.011735855601727962]",6,6,0,1
sample,Institute,20,Day 0,0.8285714285714285,0.75,0.8,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9685688614845276, 0.8768518567085266, 0.8570935726165771, 0.7984991669654846, 0.7404945492744446, 0.09193892031908035, 0.015136152505874634]",6,3,2,1
sample,Institute,20,Adj Wk 1,0.8500000000000001,0.8888888888888888,0.8888888888888888,"[0.0, 0.0, 0.0, 0.75, 0.75, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9829744696617126, 0.8022606372833252, 0.017786122858524323, 0.017785388976335526, 0.016526835039258003]",4,4,0,1
sample,Institute,20,Overall,0.894736842105263,0.8529411764705882,0.8648648648648649,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0]","[0.0, 0.05263157894736842, 0.47368421052631576, 0.47368421052631576, 0.7368421052631579, 0.7368421052631579, 0.8421052631578947, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9829744696617126, 0.8768518567085266, 0.8570935726165771, 0.7984991669654846, 0.7404945492744446, 0.6931757926940918, 0.49897903203964233, 0.40941768884658813, 0.3292011618614197, 0.09193892031908035, 0.017786122858524323, 0.017785388976335526, 0.011735855601727962]",16,13,2,3
sample,Institute,21,Screen,0.8095238095238095,0.7692307692307693,0.7692307692307693,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 1.0]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9511762857437134, 0.9493312835693359, 0.8837831020355225, 0.7296556830406189, 0.6705861687660217, 0.6239432692527771, 0.27563080191612244, 0.14547836780548096, 0.013232476077973843]",5,5,2,1
sample,Institute,21,Day 0,0.6666666666666666,0.5833333333333334,0.5454545454545454,"[0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0]","[0.0, 0.16666666666666666, 0.16666666666666666, 0.5, 0.5, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9473692774772644, 0.9341899752616882, 0.8771775960922241, 0.6084292531013489, 0.4841102659702301, 0.32220736145973206, 0.23984110355377197, 0.0754740759730339, 0.05613910034298897, 0.02941024862229824]",3,4,2,3
sample,Institute,21,Adj Wk 1,0.75,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.75, 0.75, 1.0]","[0.0, 0.2, 0.4, 0.4, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9237287044525146, 0.8045406937599182, 0.8037261962890625, 0.5140047669410706, 0.09553257375955582, 0.02361893095076084, 0.02091645635664463]",4,3,1,1
sample,Institute,21,Overall,0.7474048442906575,0.7058823529411765,0.7058823529411765,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.29411764705882354, 0.35294117647058826, 0.35294117647058826, 0.47058823529411764, 0.47058823529411764, 0.5294117647058824, 0.5294117647058824, 0.7058823529411765, 0.7058823529411765, 0.8235294117647058, 0.8235294117647058, 1.0]","[0.0, 0.058823529411764705, 0.17647058823529413, 0.17647058823529413, 0.29411764705882354, 0.29411764705882354, 0.47058823529411764, 0.47058823529411764, 0.5294117647058824, 0.5294117647058824, 0.6470588235294118, 0.6470588235294118, 0.7058823529411765, 0.7058823529411765, 0.7647058823529411, 0.7647058823529411, 0.8235294117647058, 0.8235294117647058, 0.8823529411764706, 0.8823529411764706, 0.9411764705882353, 0.9411764705882353, 1.0, 1.0]","[inf, 0.9511762857437134, 0.9473692774772644, 0.9341899752616882, 0.9127477407455444, 0.8837831020355225, 0.8045406937599182, 0.8037261962890625, 0.7296556830406189, 0.6705861687660217, 0.6122569441795349, 0.6084292531013489, 0.5140047669410706, 0.49739760160446167, 0.4841102659702301, 0.27563080191612244, 0.23984110355377197, 0.2318081557750702, 0.14547836780548096, 0.0754740759730339, 0.05613910034298897, 0.02941024862229824, 0.02361893095076084, 0.013232476077973843]",12,12,5,5
sample,Institute,22,Screen,0.9285714285714286,0.8181818181818182,0.75,"[0.0, 0.0, 0.0, 0.2857142857142857, 0.2857142857142857, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9755046367645264, 0.7681918740272522, 0.4152134954929352, 0.3446269631385803, 0.0023695409763604403]",3,6,1,1
sample,Institute,22,Day 0,0.9000000000000001,0.8181818181818182,0.8,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.2, 0.6, 0.6, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9851348400115967, 0.8286014795303345, 0.8115975856781006, 0.5584012866020203, 0.15579861402511597, 0.13676318526268005, 0.006714338902384043]",4,5,1,1
sample,Institute,22,Adj Wk 1,0.75,0.7142857142857143,0.5,"[0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9873921871185303, 0.35080644488334656, 0.26121699810028076, 0.1927991658449173, 0.1625143587589264, 0.03594852611422539]",1,4,0,2
sample,Institute,22,Overall,0.892156862745098,0.7931034482758621,0.7272727272727273,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.29411764705882354, 0.35294117647058826, 0.35294117647058826, 1.0]","[0.0, 0.08333333333333333, 0.5, 0.5, 0.5833333333333334, 0.5833333333333334, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 0.9166666666666666, 0.9166666666666666, 1.0, 1.0]","[inf, 0.9873921871185303, 0.8286014795303345, 0.8115975856781006, 0.7681918740272522, 0.5942366123199463, 0.5584012866020203, 0.35080644488334656, 0.26121699810028076, 0.1927991658449173, 0.1625143587589264, 0.15579861402511597, 0.13676318526268005, 0.0023695409763604403]",8,15,2,4
sample,Institute,23,Screen,0.9,0.8181818181818182,0.8571428571428571,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9976221919059753, 0.9857918620109558, 0.9117269515991211, 0.8112642765045166, 0.8006579875946045, 0.7435503005981445, 0.0006286604912020266]",6,3,2,0
sample,Institute,23,Day 0,0.9166666666666666,0.8,0.8333333333333334,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.996696412563324, 0.8592339158058167, 0.6407142877578735, 0.20792421698570251, 0.001141087501309812]",5,3,1,1
sample,Institute,23,Adj Wk 1,1.0,0.875,0.8888888888888888,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9997631311416626, 0.8723313808441162, 0.0014602446462959051]",4,3,1,0
sample,Institute,23,Overall,0.9326923076923077,0.8275862068965517,0.8571428571428571,"[0.0, 0.0, 0.0, 0.07692307692307693, 0.07692307692307693, 0.23076923076923078, 0.23076923076923078, 0.3076923076923077, 0.3076923076923077, 1.0]","[0.0, 0.0625, 0.625, 0.625, 0.8125, 0.8125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9997631311416626, 0.9681204557418823, 0.9117269515991211, 0.8112642765045166, 0.7991569638252258, 0.7435503005981445, 0.6407142877578735, 0.20792421698570251, 0.0006286604912020266]",15,9,4,1
sample,Institute,24,Screen,0.8095238095238095,0.6923076923076923,0.75,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9988919496536255, 0.9584152102470398, 0.8572614192962646, 0.8075464963912964, 0.6735735535621643, 0.4127718210220337, 0.0016092052683234215]",6,3,3,1
sample,Institute,24,Day 0,0.7142857142857143,0.6666666666666666,0.75,"[0.0, 0.0, 0.0, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9799756407737732, 0.9370703101158142, 0.8428525924682617, 0.6590681076049805, 0.6432710289955139, 0.09077686071395874, 0.0021956823766231537]",6,2,3,1
sample,Institute,24,Adj Wk 1,0.95,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9992666840553284, 0.8985117673873901, 0.541610598564148, 0.46110886335372925, 0.004151441156864166]",4,3,1,1
sample,Institute,24,Overall,0.8350877192982457,0.7058823529411765,0.7619047619047619,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.26666666666666666, 0.26666666666666666, 0.3333333333333333, 0.3333333333333333, 0.4, 0.4, 0.4666666666666667, 0.4666666666666667, 1.0]","[0.0, 0.05263157894736842, 0.5263157894736842, 0.5263157894736842, 0.5789473684210527, 0.5789473684210527, 0.6842105263157895, 0.6842105263157895, 0.7368421052631579, 0.7368421052631579, 0.8421052631578947, 0.8421052631578947, 1.0, 1.0]","[inf, 0.9992666840553284, 0.9370703101158142, 0.9093371629714966, 0.8985117673873901, 0.8428525924682617, 0.7226505279541016, 0.6735735535621643, 0.6590681076049805, 0.6432710289955139, 0.591095507144928, 0.541610598564148, 0.09077686071395874, 0.0016092052683234215]",16,8,7,3
sample,Institute,25,Screen,0.8571428571428571,0.7857142857142857,0.7692307692307693,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 1.0]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9952026605606079, 0.957898736000061, 0.7731429934501648, 0.5162782669067383, 0.3555471897125244, 0.08200487494468689, 0.00110314367339015]",5,6,1,2
sample,Institute,25,Day 0,0.8333333333333334,0.6923076923076923,0.7142857142857143,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9942310452461243, 0.9260644316673279, 0.764356791973114, 0.17486684024333954, 0.0406431145966053, 0.03602859377861023, 0.0004373870324343443]",5,4,2,2
sample,Institute,25,Adj Wk 1,0.9,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.2, 0.6, 0.6, 1.0, 1.0]","[inf, 0.9982665777206421, 0.9805973768234253, 0.6109006404876709, 0.15821102261543274, 0.003203745698556304]",4,3,1,1
sample,Institute,25,Overall,0.8668730650154799,0.75,0.7567567567567568,"[0.0, 0.0, 0.0, 0.23529411764705882, 0.23529411764705882, 0.35294117647058826, 0.35294117647058826, 0.4117647058823529, 0.4117647058823529, 1.0]","[0.0, 0.05263157894736842, 0.5789473684210527, 0.5789473684210527, 0.7368421052631579, 0.7368421052631579, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9982665777206421, 0.9260644316673279, 0.6109006404876709, 0.5106850862503052, 0.3555471897125244, 0.08200487494468689, 0.0406431145966053, 0.03602859377861023, 0.0004373870324343443]",14,13,4,5
sample,Institute,26,Screen,0.9666666666666667,0.8181818181818182,0.8333333333333334,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9989166259765625, 0.8572372794151306, 0.7945468425750732, 0.6499592065811157, 0.0027164609637111425]",5,4,2,0
sample,Institute,26,Day 0,0.92,0.7,0.6666666666666666,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.2, 0.6, 0.6, 1.0, 1.0]","[inf, 0.9998164176940918, 0.9885144233703613, 0.9075294137001038, 0.21333137154579163, 0.0161215178668499]",3,4,1,2
sample,Institute,26,Adj Wk 1,1.0,0.8571428571428571,0.8571428571428571,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.999762237071991, 0.1344064176082611, 0.0039499737322330475]",3,3,0,1
sample,Institute,26,Overall,0.9132653061224489,0.7857142857142857,0.7857142857142857,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.21428571428571427, 0.2857142857142857, 0.2857142857142857, 0.35714285714285715, 0.35714285714285715, 1.0]","[0.0, 0.07142857142857142, 0.5714285714285714, 0.5714285714285714, 0.6428571428571429, 0.6428571428571429, 0.7857142857142857, 0.7857142857142857, 0.8571428571428571, 0.8571428571428571, 0.9285714285714286, 0.9285714285714286, 1.0, 1.0]","[inf, 0.9998164176940918, 0.9529977440834045, 0.9075294137001038, 0.8572372794151306, 0.7945468425750732, 0.6499592065811157, 0.504863440990448, 0.4904766082763672, 0.4076082706451416, 0.21333137154579163, 0.1363641619682312, 0.1344064176082611, 0.0027164609637111425]",11,11,3,3
sample,Institute,27,Screen,1.0,0.8181818181818182,0.8333333333333334,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.2, 1.0, 1.0]","[inf, 0.9970850944519043, 0.8632515072822571, 0.0003061566676478833]",5,4,2,0
sample,Institute,27,Day 0,0.9600000000000001,0.8,0.8,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9983440041542053, 0.9139098525047302, 0.8009169697761536, 0.17335210740566254, 0.0009238874772563577]",4,4,1,1
sample,Institute,27,Adj Wk 1,1.0,1.0,1.0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9999382495880127, 0.6506935954093933, 0.00045426521683111787]",3,4,0,0
sample,Institute,27,Overall,0.9692307692307693,0.8571428571428571,0.8571428571428571,"[0.0, 0.0, 0.0, 0.13333333333333333, 0.13333333333333333, 0.26666666666666666, 0.26666666666666666, 1.0]","[0.0, 0.07692307692307693, 0.8461538461538461, 0.8461538461538461, 0.9230769230769231, 0.9230769230769231, 1.0, 1.0]","[inf, 0.9999382495880127, 0.8632515072822571, 0.7346214056015015, 0.6506935954093933, 0.40649309754371643, 0.17335210740566254, 0.0003061566676478833]",12,12,3,1
sample,Institute,28,Screen,0.9583333333333334,0.8571428571428571,0.8571428571428571,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.125, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9975070953369141, 0.7954891324043274, 0.43822991847991943, 0.27508312463760376, 0.013459388166666031]",6,6,0,2
sample,Institute,28,Day 0,0.942857142857143,0.9166666666666666,0.9333333333333333,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9873919486999512, 0.9227015376091003, 0.8141846656799316, 0.6899653077125549, 0.012583708390593529]",7,4,1,0
sample,Institute,28,Adj Wk 1,1.0,1.0,1.0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9977737069129944, 0.5041677355766296, 0.01397491991519928]",4,3,0,0
sample,Institute,28,Overall,0.9511278195488722,0.9090909090909091,0.918918918918919,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.2857142857142857, 0.2857142857142857, 0.35714285714285715, 0.35714285714285715, 1.0]","[0.0, 0.05263157894736842, 0.6842105263157895, 0.6842105263157895, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0]","[inf, 0.9977737069129944, 0.868680477142334, 0.8141846656799316, 0.5041677355766296, 0.3032761812210083, 0.27937600016593933, 0.2753080129623413, 0.27508312463760376, 0.012583708390593529]",17,13,1,2
sample,Institute,29,Screen,0.9791666666666667,0.9285714285714286,0.9411764705882353,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9992803335189819, 0.7564451694488525, 0.5855696797370911, 0.5653794407844543, 0.003068069461733103]",8,5,1,0
sample,Institute,29,Day 0,0.875,0.6923076923076923,0.75,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.125, 0.625, 0.625, 0.75, 0.75, 1.0, 1.0]","[inf, 0.997471809387207, 0.8196650147438049, 0.6288412809371948, 0.545791745185852, 0.5408941507339478, 0.17379066348075867, 0.0028603111859411]",6,3,2,2
sample,Institute,29,Adj Wk 1,1.0,0.875,0.9090909090909091,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.2, 1.0, 1.0]","[inf, 0.9991455674171448, 0.7995535135269165, 0.008841786533594131]",5,2,1,0
sample,Institute,29,Overall,0.945578231292517,0.8285714285714286,0.8636363636363636,"[0.0, 0.0, 0.0, 0.21428571428571427, 0.21428571428571427, 0.35714285714285715, 0.35714285714285715, 1.0]","[0.0, 0.047619047619047616, 0.8095238095238095, 0.8095238095238095, 0.9047619047619048, 0.9047619047619048, 1.0, 1.0]","[inf, 0.9992803335189819, 0.7564451694488525, 0.5855696797370911, 0.545791745185852, 0.3277885615825653, 0.17379066348075867, 0.0028603111859411]",19,10,4,2
sample,Institute,30,Screen,0.875,0.8,0.8235294117647058,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 1.0]","[0.0, 0.125, 0.375, 0.375, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9988031387329102, 0.9726678729057312, 0.9580413103103638, 0.5596792697906494, 0.3946627974510193, 0.12947897613048553, 0.0022634146735072136]",7,5,2,1
sample,Institute,30,Day 0,0.875,0.7142857142857143,0.7142857142857143,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.125, 0.375, 0.375, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9930069446563721, 0.9622393250465393, 0.9573483467102051, 0.277872771024704, 0.24722158908843994, 0.04416895657777786, 0.0020744490902870893]",5,5,1,3
sample,Institute,30,Adj Wk 1,0.8500000000000001,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.75, 0.75, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9950746297836304, 0.9557317495346069, 0.013339723460376263, 0.006391971837729216, 0.004163301084190607]",4,3,1,1
sample,Institute,30,Overall,0.8515406162464986,0.7631578947368421,0.7804878048780488,"[0.0, 0.0, 0.0, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.29411764705882354, 0.29411764705882354, 0.35294117647058826, 0.35294117647058826, 0.47058823529411764, 0.47058823529411764, 0.8235294117647058, 0.8235294117647058, 1.0]","[0.0, 0.047619047619047616, 0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 0.7142857142857143, 0.7619047619047619, 0.7619047619047619, 0.8571428571428571, 0.8571428571428571, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.9988031387329102, 0.9622393250465393, 0.9573483467102051, 0.7824958562850952, 0.6258193850517273, 0.5596792697906494, 0.3946627974510193, 0.277872771024704, 0.24722158908843994, 0.12947897613048553, 0.05751999840140343, 0.04416895657777786, 0.006668489426374435, 0.006391971837729216, 0.0020744490902870893]",16,13,4,5
sample,Institute,31,Screen,0.8541666666666667,0.7857142857142857,0.8235294117647058,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.125, 0.375, 0.375, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9931102991104126, 0.8538036346435547, 0.8104467988014221, 0.7778098583221436, 0.6396378874778748, 0.13104002177715302, 0.004857281222939491]",7,4,2,1
sample,Institute,31,Day 0,0.75,0.6923076923076923,0.7142857142857143,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.125, 0.375, 0.375, 0.625, 0.625, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9945887327194214, 0.9792311787605286, 0.9745809435844421, 0.6377937197685242, 0.49233385920524597, 0.3178226351737976, 0.24917230010032654, 0.038834575563669205, 0.003773166099563241]",5,4,1,3
sample,Institute,31,Adj Wk 1,0.7333333333333334,0.625,0.6666666666666666,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[0.0, 0.2, 0.6, 0.6, 0.8, 0.8, 1.0]","[inf, 0.9777051210403442, 0.9717719554901123, 0.5387802720069885, 0.47005051374435425, 0.010657070204615593, 0.002651211339980364]",3,2,1,2
sample,Institute,31,Overall,0.7959183673469388,0.7142857142857143,0.75,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.21428571428571427, 0.35714285714285715, 0.35714285714285715, 0.42857142857142855, 0.42857142857142855, 0.5, 0.5, 0.5714285714285714, 0.5714285714285714, 1.0, 1.0]","[0.0, 0.047619047619047616, 0.3333333333333333, 0.3333333333333333, 0.47619047619047616, 0.47619047619047616, 0.6190476190476191, 0.6190476190476191, 0.7142857142857143, 0.7142857142857143, 0.8095238095238095, 0.8095238095238095, 0.8571428571428571, 0.8571428571428571, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0]","[inf, 0.9945887327194214, 0.9768176078796387, 0.9745809435844421, 0.8538036346435547, 0.8104467988014221, 0.7778098583221436, 0.6396378874778748, 0.6214107275009155, 0.49233385920524597, 0.3178226351737976, 0.24917230010032654, 0.13104002177715302, 0.12835454940795898, 0.11218329519033432, 0.07576732337474823, 0.038834575563669205, 0.003773166099563241, 0.002651211339980364]",15,10,4,6
sample,Institute,32,Screen,0.8333333333333334,0.6923076923076923,0.75,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9953413009643555, 0.9231533408164978, 0.9114091992378235, 0.8491101861000061, 0.7655214071273804, 0.7531986236572266, 0.7377338409423828, 0.19957813620567322, 0.003970214165747166]",6,3,3,1
sample,Institute,32,Day 0,0.7428571428571429,0.75,0.8,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9933280944824219, 0.990666925907135, 0.9687504172325134, 0.7802690267562866, 0.6895626187324524, 0.6064954996109009, 0.09467319399118423, 0.09118270874023438, 0.009533781558275223]",6,3,2,1
sample,Institute,32,Adj Wk 1,0.9,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9963616728782654, 0.9181395769119263, 0.15692651271820068, 0.04573062062263489, 0.011648112908005714]",4,3,1,1
sample,Institute,32,Overall,0.8350877192982455,0.7352941176470589,0.7804878048780488,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.2, 0.2, 0.4, 0.4, 0.5333333333333333, 0.5333333333333333, 1.0]","[0.0, 0.05263157894736842, 0.3157894736842105, 0.3157894736842105, 0.5263157894736842, 0.5263157894736842, 0.6842105263157895, 0.6842105263157895, 0.7368421052631579, 0.7368421052631579, 0.8947368421052632, 0.8947368421052632, 1.0, 1.0]","[inf, 0.9963616728782654, 0.979120135307312, 0.9687504172325134, 0.9181395769119263, 0.9114091992378235, 0.7802690267562866, 0.7655214071273804, 0.7531986236572266, 0.6895626187324524, 0.19957813620567322, 0.09467319399118423, 0.04573062062263489, 0.003970214165747166]",16,9,6,3
