Level,Type,Holdout Repeat,Visit,ROC_AUC,Accuracy,F1,FPR,TPR,Thresholds,tp,tn,fp,fn
sample,Institute,3,Screen,0.9714285714285715,0.9166666666666666,0.9333333333333333,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9995791912078857, 0.9129815101623535, 0.9061094522476196, 0.7754708528518677, 0.0034033337142318487]",7,4,1,0
sample,Institute,3,Day 0,0.9285714285714286,0.8181818181818182,0.8571428571428571,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9980689287185669, 0.8816049098968506, 0.8712270855903625, 0.11306781321763992, 0.006816341541707516]",6,3,1,1
sample,Institute,3,Adj Wk 1,1.0,0.8333333333333334,0.8571428571428571,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.25, 1.0, 1.0]","[inf, 0.9993928670883179, 0.07573609054088593, 0.0021752300672233105]",3,2,0,1
sample,Institute,3,Overall,0.9545454545454545,0.8620689655172413,0.8888888888888888,"[0.0, 0.0, 0.0, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 1.0]","[0.0, 0.05555555555555555, 0.7222222222222222, 0.7222222222222222, 0.7777777777777778, 0.7777777777777778, 1.0, 1.0]","[inf, 0.9995791912078857, 0.9129815101623535, 0.9061094522476196, 0.8816049098968506, 0.8712270855903625, 0.07573609054088593, 0.0021752300672233105]",16,9,2,2
sample,Institute,4,Screen,0.8392857142857142,0.6666666666666666,0.7058823529411765,"[0.0, 0.0, 0.0, 0.42857142857142855, 0.42857142857142855, 1.0]","[0.0, 0.125, 0.625, 0.625, 1.0, 1.0]","[inf, 0.9993764162063599, 0.9930910468101501, 0.8539577722549438, 0.3198237717151642, 0.00044011467252857983]",6,4,3,2
sample,Institute,4,Day 0,0.8125,0.7142857142857143,0.75,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0]","[0.0, 0.125, 0.5, 0.5, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9982557892799377, 0.9929615259170532, 0.9012819528579712, 0.4153960645198822, 0.34908533096313477, 0.04302254319190979, 0.002053508535027504]",6,4,2,2
sample,Institute,4,Adj Wk 1,0.95,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9995477199554443, 0.970947265625, 0.8507913947105408, 0.231431245803833, 0.0008011212339624763]",4,3,1,1
sample,Institute,4,Overall,0.8487394957983193,0.7105263157894737,0.7441860465116279,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.35294117647058826, 0.35294117647058826, 0.4117647058823529, 0.4117647058823529, 1.0]","[0.0, 0.047619047619047616, 0.5238095238095238, 0.5238095238095238, 0.5714285714285714, 0.5714285714285714, 0.6190476190476191, 0.6190476190476191, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9995477199554443, 0.9929615259170532, 0.9881665706634521, 0.975907564163208, 0.9739040732383728, 0.970947265625, 0.8507913947105408, 0.40561047196388245, 0.34908533096313477, 0.04302254319190979, 0.00044011467252857983]",16,11,6,5
sample,Institute,5,Screen,0.8928571428571428,0.7333333333333333,0.7777777777777778,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 1.0]","[0.0, 0.125, 0.625, 0.625, 0.75, 0.75, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9981546998023987, 0.967781126499176, 0.9322524070739746, 0.8557758331298828, 0.833248496055603, 0.7796656489372253, 0.5294021964073181, 0.24453839659690857, 0.0009474220569245517]",7,4,3,1
sample,Institute,5,Day 0,0.8541666666666667,0.7857142857142857,0.8235294117647058,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.5, 0.5, 1.0]","[0.0, 0.125, 0.375, 0.375, 0.875, 0.875, 1.0, 1.0]","[inf, 0.993480920791626, 0.9750791788101196, 0.9696459770202637, 0.6296637654304504, 0.27660343050956726, 0.10392067581415176, 0.003622370073571801]",7,4,2,1
sample,Institute,5,Adj Wk 1,0.9,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9992384910583496, 0.8617136478424072, 0.07228045165538788, 0.026707332581281662, 0.0015228488482534885]",4,3,1,1
sample,Institute,5,Overall,0.8851540616246498,0.7631578947368421,0.8,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.23529411764705882, 0.4117647058823529, 0.4117647058823529, 0.5294117647058824, 0.5294117647058824, 1.0]","[0.0, 0.047619047619047616, 0.47619047619047616, 0.47619047619047616, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 0.8095238095238095, 0.8095238095238095, 0.8571428571428571, 0.8571428571428571, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.9992384910583496, 0.9724785685539246, 0.9696459770202637, 0.9415625929832458, 0.9322524070739746, 0.8557758331298828, 0.833248496055603, 0.685394287109375, 0.6731886863708496, 0.6296637654304504, 0.27660343050956726, 0.10392067581415176, 0.05401746183633804, 0.026707332581281662, 0.0009474220569245517]",18,11,6,3
sample,Institute,6,Screen,0.9523809523809523,0.9230769230769231,0.9090909090909091,"[0.0, 0.0, 0.0, 0.2857142857142857, 0.2857142857142857, 1.0]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9674214124679565, 0.7587042450904846, 0.359131783246994, 0.34521621465682983, 0.022487128153443336]",5,7,0,1
sample,Institute,6,Day 0,0.9166666666666667,0.8333333333333334,0.8571428571428571,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9695720076560974, 0.8970389366149902, 0.8080094456672668, 0.685215175151825, 0.6840314269065857, 0.637587308883667, 0.020366305485367775]",6,4,2,0
sample,Institute,6,Adj Wk 1,1.0,0.8571428571428571,0.8,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.8939363360404968, 0.41816848516464233, 0.07225629687309265]",2,4,0,1
sample,Institute,6,Overall,0.9568627450980391,0.875,0.8666666666666667,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.11764705882352941, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.23529411764705882, 1.0]","[0.0, 0.06666666666666667, 0.6666666666666666, 0.6666666666666666, 0.8, 0.8, 0.8666666666666667, 0.8666666666666667, 0.9333333333333333, 0.9333333333333333, 1.0, 1.0]","[inf, 0.9695720076560974, 0.8130108118057251, 0.8080094456672668, 0.685215175151825, 0.6840314269065857, 0.637587308883667, 0.49194806814193726, 0.41816848516464233, 0.359131783246994, 0.34521621465682983, 0.020366305485367775]",13,15,2,2
sample,Institute,7,Screen,0.8,0.6923076923076923,0.7777777777777778,"[0.0, 0.0, 0.0, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.125, 0.625, 0.625, 0.75, 0.75, 1.0, 1.0]","[inf, 0.998497486114502, 0.9708648324012756, 0.8949242830276489, 0.6865881085395813, 0.6620078682899475, 0.4212961792945862, 0.0016472970601171255]",7,2,3,1
sample,Institute,7,Day 0,0.75,0.6923076923076923,0.75,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 0.6, 0.6, 1.0]","[0.0, 0.125, 0.25, 0.25, 0.625, 0.625, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9940256476402283, 0.9920209050178528, 0.9646834135055542, 0.7496450543403625, 0.5718268156051636, 0.435555636882782, 0.23599067330360413, 0.04919949918985367, 0.015485644340515137]",6,3,2,2
sample,Institute,7,Adj Wk 1,0.9,0.7142857142857143,0.8,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9994416832923889, 0.9578979015350342, 0.6297776103019714, 0.14189530909061432, 0.006149785127490759]",4,1,1,1
sample,Institute,7,Overall,0.8095238095238095,0.696969696969697,0.7727272727272727,"[0.0, 0.0, 0.0, 0.08333333333333333, 0.08333333333333333, 0.25, 0.25, 0.5, 0.5, 0.5833333333333334, 0.5833333333333334, 1.0]","[0.0, 0.047619047619047616, 0.42857142857142855, 0.42857142857142855, 0.6190476190476191, 0.6190476190476191, 0.7142857142857143, 0.7142857142857143, 0.9047619047619048, 0.9047619047619048, 1.0, 1.0]","[inf, 0.9994416832923889, 0.9708648324012756, 0.9646834135055542, 0.9578979015350342, 0.8949242830276489, 0.6865881085395813, 0.5718268156051636, 0.4212961792945862, 0.23599067330360413, 0.04919949918985367, 0.0016472970601171255]",17,6,6,4
sample,Institute,8,Screen,0.875,0.7,0.6666666666666666,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.25, 0.5, 0.5, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9946413040161133, 0.9918142557144165, 0.9367696046829224, 0.7882785201072693, 0.7476785778999329, 0.23588433861732483, 0.0016915018204599619]",3,4,2,1
sample,Institute,8,Day 0,0.8666666666666667,0.875,0.8571428571428571,"[0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9665666818618774, 0.9522580504417419, 0.5196427702903748, 0.003927880432456732]",3,4,1,0
sample,Institute,8,Adj Wk 1,1.0,1.0,1.0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9990523457527161, 0.9472859501838684, 0.0013753781095147133]",3,3,0,0
sample,Institute,8,Overall,0.9142857142857143,0.8333333333333334,0.8181818181818182,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.21428571428571427, 0.21428571428571427, 1.0]","[0.0, 0.1, 0.5, 0.5, 0.6, 0.6, 0.7, 0.7, 1.0, 1.0]","[inf, 0.9990523457527161, 0.9665666818618774, 0.9522580504417419, 0.9472859501838684, 0.9367696046829224, 0.7882785201072693, 0.7476785778999329, 0.23588433861732483, 0.0013753781095147133]",9,11,3,1
sample,Institute,9,Screen,1.0,1.0,1.0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.966685950756073, 0.9323355555534363, 0.0003052112297154963]",3,6,0,0
sample,Institute,9,Day 0,0.9333333333333333,0.75,0.6666666666666666,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9900006055831909, 0.982262134552002, 0.923774003982544, 0.4885023832321167, 0.009236124344170094]",2,4,1,1
sample,Institute,9,Adj Wk 1,1.0,0.8571428571428571,0.8,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.3333333333333333, 1.0, 1.0]","[inf, 0.9995253682136536, 0.2615550458431244, 0.0030732867307960987]",2,4,0,1
sample,Institute,9,Overall,0.9851851851851852,0.875,0.8235294117647058,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 1.0]","[0.0, 0.1111111111111111, 0.7777777777777778, 0.7777777777777778, 1.0, 1.0]","[inf, 0.9995253682136536, 0.9323355555534363, 0.923774003982544, 0.2615550458431244, 0.0003052112297154963]",7,14,1,2
sample,Institute,10,Screen,0.888888888888889,0.75,0.7692307692307693,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.996216356754303, 0.9763307571411133, 0.9151605367660522, 0.6176314353942871, 0.6151105761528015, 0.2582603693008423, 0.0006449017091654241]",5,4,2,1
sample,Institute,10,Day 0,0.9333333333333333,0.9090909090909091,0.9090909090909091,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9906852841377258, 0.6736656427383423, 0.12964440882205963, 0.11615786701440811, 0.002335762372240424]",5,5,0,1
sample,Institute,10,Adj Wk 1,0.9375,0.875,0.8571428571428571,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9987061619758606, 0.8593601584434509, 0.464982271194458, 0.09409080445766449, 0.00104861194267869]",3,4,0,1
sample,Institute,10,Overall,0.9166666666666667,0.8387096774193549,0.8387096774193549,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.2, 0.2, 0.3333333333333333, 0.3333333333333333, 0.4, 0.4, 1.0]","[0.0, 0.0625, 0.4375, 0.4375, 0.8125, 0.8125, 0.875, 0.875, 0.9375, 0.9375, 1.0, 1.0]","[inf, 0.9987061619758606, 0.9763307571411133, 0.9151605367660522, 0.6176314353942871, 0.464982271194458, 0.2582603693008423, 0.12964440882205963, 0.11615786701440811, 0.10057814419269562, 0.09409080445766449, 0.0006449017091654241]",13,13,2,3
sample,Institute,11,Screen,0.9333333333333333,0.9090909090909091,0.9230769230769231,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9969906806945801, 0.9246983528137207, 0.9176678657531738, 0.8054280281066895, 0.006158432457596064]",6,4,1,0
sample,Institute,11,Day 0,0.8333333333333334,0.8,0.8333333333333334,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0]","[inf, 0.989636242389679, 0.9796069264411926, 0.9490684866905212, 0.441250205039978, 0.042237766087055206]",5,3,1,1
sample,Institute,11,Adj Wk 1,0.9333333333333333,0.875,0.8888888888888888,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.999458372592926, 0.8996545076370239, 0.1616763025522232, 0.14335031807422638, 0.0030618237797170877]",4,3,0,1
sample,Institute,11,Overall,0.8970588235294117,0.8620689655172413,0.8823529411764706,"[0.0, 0.0, 0.0, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.25, 0.25, 0.4166666666666667, 0.4166666666666667, 1.0]","[0.0, 0.058823529411764705, 0.4117647058823529, 0.4117647058823529, 0.5882352941176471, 0.5882352941176471, 0.8823529411764706, 0.8823529411764706, 0.9411764705882353, 0.9411764705882353, 1.0, 1.0]","[inf, 0.999458372592926, 0.9796069264411926, 0.9490684866905212, 0.9246208071708679, 0.9176678657531738, 0.8054280281066895, 0.49982133507728577, 0.441250205039978, 0.1616763025522232, 0.14335031807422638, 0.0030618237797170877]",15,10,2,2
sample,Institute,12,Screen,0.9761904761904763,0.9230769230769231,0.9230769230769231,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9963479042053223, 0.8703234791755676, 0.7034456729888916, 0.6311187744140625, 0.0006856929394416511]",6,6,1,0
sample,Institute,12,Day 0,0.888888888888889,0.75,0.7692307692307693,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.16666666666666666, 0.5, 0.5, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.998715877532959, 0.989272952079773, 0.9626809358596802, 0.8626788854598999, 0.6468254923820496, 0.10932688415050507, 0.0007719979621469975]",5,4,2,1
sample,Institute,12,Adj Wk 1,0.9375,0.875,0.8571428571428571,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9974168539047241, 0.9687215089797974, 0.2563929855823517, 0.0958971381187439, 0.0014665934722870588]",3,4,0,1
sample,Institute,12,Overall,0.9301470588235293,0.8484848484848485,0.8484848484848485,"[0.0, 0.0, 0.0, 0.058823529411764705, 0.058823529411764705, 0.17647058823529413, 0.17647058823529413, 0.35294117647058826, 0.35294117647058826, 1.0]","[0.0, 0.0625, 0.5625, 0.5625, 0.8125, 0.8125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.998715877532959, 0.9650161862373352, 0.9626809358596802, 0.8626788854598999, 0.6468254923820496, 0.6311187744140625, 0.16913840174674988, 0.0958971381187439, 0.0006856929394416511]",14,14,3,2
sample,Institute,13,Screen,0.8928571428571429,0.6666666666666666,0.6153846153846154,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 1.0]","[0.0, 0.125, 0.25, 0.25, 1.0, 1.0]","[inf, 0.7886732220649719, 0.7782766819000244, 0.6923056840896606, 0.3575625419616699, 0.20651745796203613]",4,6,1,4
sample,Institute,13,Day 0,0.6250000000000001,0.6428571428571429,0.6666666666666666,"[0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 1.0, 1.0]","[0.0, 0.0, 0.5, 0.5, 0.625, 0.625, 0.875, 0.875, 1.0]","[inf, 0.866621196269989, 0.7031813859939575, 0.6732781529426575, 0.6369568705558777, 0.42007988691329956, 0.3587624728679657, 0.08396381884813309, 0.0647677332162857]",5,4,2,3
sample,Institute,13,Adj Wk 1,0.7500000000000001,0.6666666666666666,0.6666666666666666,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0, 1.0]","[0.0, 0.2, 0.6, 0.6, 0.8, 0.8, 1.0]","[inf, 0.8514922857284546, 0.5480750203132629, 0.5329421758651733, 0.4892195761203766, 0.28205791115760803, 0.033606451004743576]",3,3,1,2
sample,Institute,13,Overall,0.7507002801120448,0.6578947368421053,0.6486486486486487,"[0.0, 0.058823529411764705, 0.058823529411764705, 0.17647058823529413, 0.17647058823529413, 0.23529411764705882, 0.23529411764705882, 0.29411764705882354, 0.29411764705882354, 1.0, 1.0]","[0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5714285714285714, 0.5714285714285714, 0.6666666666666666, 0.6666666666666666, 0.9047619047619048, 0.9047619047619048, 1.0]","[inf, 0.866621196269989, 0.7031813859939575, 0.6732781529426575, 0.5388328433036804, 0.5329421758651733, 0.4221678674221039, 0.42007988691329956, 0.3575625419616699, 0.08396381884813309, 0.033606451004743576]",12,13,4,9
sample,Institute,14,Screen,0.880952380952381,0.6923076923076923,0.7142857142857143,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9935442805290222, 0.9741126894950867, 0.958920419216156, 0.8628562092781067, 0.7226468920707703, 0.3339419364929199, 0.0010505213867872953]",5,4,2,2
sample,Institute,14,Day 0,0.8571428571428571,0.75,0.7692307692307693,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9776914119720459, 0.9751555919647217, 0.8972066044807434, 0.387280136346817, 0.10279130935668945, 0.09085304290056229, 0.0035449624992907047]",5,4,1,2
sample,Institute,14,Adj Wk 1,0.9,0.7777777777777778,0.8,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9973191618919373, 0.8839138150215149, 0.13266435265541077, 0.03730287402868271, 0.001643857453018427]",4,3,1,1
sample,Institute,14,Overall,0.8842105263157896,0.7352941176470589,0.7567567567567568,"[0.0, 0.0, 0.0, 0.06666666666666667, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.26666666666666666, 0.26666666666666666, 0.4, 0.4, 1.0]","[0.0, 0.05263157894736842, 0.47368421052631576, 0.47368421052631576, 0.5263157894736842, 0.5263157894736842, 0.7368421052631579, 0.7368421052631579, 0.8947368421052632, 0.8947368421052632, 1.0, 1.0]","[inf, 0.9973191618919373, 0.9741126894950867, 0.958920419216156, 0.9589153528213501, 0.8972066044807434, 0.7958540916442871, 0.5812340378761292, 0.3339419364929199, 0.10279130935668945, 0.03730287402868271, 0.0010505213867872953]",14,11,4,5
sample,Institute,15,Screen,0.942857142857143,0.8333333333333334,0.875,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.14285714285714285, 0.7142857142857143, 0.7142857142857143, 1.0, 1.0]","[inf, 0.9997223615646362, 0.9864694476127625, 0.9748556017875671, 0.9506134986877441, 0.0005144466413185]",7,3,2,0
sample,Institute,15,Day 0,0.95,0.8461538461538461,0.875,"[0.0, 0.0, 0.0, 0.4, 0.4, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9974962472915649, 0.9014109373092651, 0.3192511796951294, 0.26126834750175476, 0.003781193168833852]",7,4,1,1
sample,Institute,15,Adj Wk 1,0.875,0.8333333333333334,0.8571428571428571,"[0.0, 0.0, 0.0, 0.5, 0.5, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9978896379470825, 0.9888979196548462, 0.3569602370262146, 0.20644177496433258, 0.0446096770465374]",3,2,0,1
sample,Institute,15,Overall,0.9342105263157894,0.8387096774193549,0.8717948717948718,"[0.0, 0.0, 0.0, 0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0.4166666666666667, 1.0]","[0.0, 0.05263157894736842, 0.631578947368421, 0.631578947368421, 0.8947368421052632, 0.8947368421052632, 1.0, 1.0]","[inf, 0.9997223615646362, 0.9803606867790222, 0.9748556017875671, 0.9014109373092651, 0.3192511796951294, 0.20644177496433258, 0.0005144466413185]",17,9,3,2
sample,Institute,16,Screen,0.9666666666666668,0.9090909090909091,0.9230769230769231,"[0.0, 0.0, 0.0, 0.2, 0.2, 1.0]","[0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9947636127471924, 0.7857455015182495, 0.6980157494544983, 0.6137840747833252, 0.008443663828074932]",6,4,1,0
sample,Institute,16,Day 0,0.8214285714285714,0.8181818181818182,0.8571428571428571,"[0.0, 0.0, 0.0, 0.25, 0.25, 0.5, 0.5, 1.0]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.8571428571428571, 0.8571428571428571, 1.0, 1.0]","[inf, 0.9933731555938721, 0.9761027693748474, 0.9415580630302429, 0.5457994341850281, 0.34888431429862976, 0.09325183928012848, 0.00791085883975029]",6,3,1,1
sample,Institute,16,Adj Wk 1,0.7777777777777778,0.6666666666666666,0.6666666666666666,"[0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.9663162231445312, 0.937637209892273, 0.15672367811203003, 0.051237210631370544, 0.006082738749682903]",2,2,1,1
sample,Institute,16,Overall,0.8958333333333333,0.8214285714285714,0.8484848484848485,"[0.0, 0.0, 0.0, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.25, 0.25, 0.4166666666666667, 0.4166666666666667, 1.0]","[0.0, 0.0625, 0.5, 0.5, 0.6875, 0.6875, 0.8125, 0.8125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9947636127471924, 0.9583695530891418, 0.9415580630302429, 0.7817728519439697, 0.6980157494544983, 0.6137840747833252, 0.5830214023590088, 0.5457994341850281, 0.15672367811203003, 0.051237210631370544, 0.006082738749682903]",14,9,3,2
sample,Institute,17,Screen,0.9583333333333334,0.7857142857142857,0.8421052631578947,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.125, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9977210760116577, 0.8825646042823792, 0.8355892896652222, 0.8133242726325989, 0.008010952733457088]",8,3,3,0
sample,Institute,17,Day 0,0.875,0.8461538461538461,0.875,"[0.0, 0.0, 0.0, 0.2, 0.2, 0.4, 0.4, 1.0]","[0.0, 0.125, 0.5, 0.5, 0.875, 0.875, 1.0, 1.0]","[inf, 0.9921252131462097, 0.976893961429596, 0.9569829702377319, 0.7126926183700562, 0.43763619661331177, 0.3374669551849365, 0.023806696757674217]",7,4,1,1
sample,Institute,17,Adj Wk 1,0.9333333333333333,0.875,0.8888888888888888,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.2, 0.8, 0.8, 1.0, 1.0]","[inf, 0.9992502927780151, 0.9507544040679932, 0.37070992588996887, 0.10932042449712753, 0.006940601393580437]",4,3,0,1
sample,Institute,17,Overall,0.9081632653061225,0.8285714285714286,0.8636363636363636,"[0.0, 0.0, 0.0, 0.07142857142857142, 0.07142857142857142, 0.21428571428571427, 0.21428571428571427, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.5714285714285714, 1.0]","[0.0, 0.047619047619047616, 0.5714285714285714, 0.5714285714285714, 0.7619047619047619, 0.7619047619047619, 0.9047619047619048, 0.9047619047619048, 0.9523809523809523, 0.9523809523809523, 1.0, 1.0]","[inf, 0.9992502927780151, 0.9617158770561218, 0.9569829702377319, 0.8825646042823792, 0.8355892896652222, 0.7126926183700562, 0.37070992588996887, 0.3374669551849365, 0.11966725438833237, 0.10932042449712753, 0.006940601393580437]",19,10,4,2
sample,Institute,18,Screen,0.9047619047619047,0.6923076923076923,0.7142857142857143,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 1.0]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0]","[inf, 0.9958738088607788, 0.9374493956565857, 0.9367101788520813, 0.9197248220443726, 0.5168839693069458, 0.42644330859184265, 0.000670199457090348]",5,4,3,1
sample,Institute,18,Day 0,0.8333333333333334,0.75,0.7692307692307693,"[0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0]","[inf, 0.980430006980896, 0.9725256562232971, 0.911571204662323, 0.8327265381813049, 0.7591487765312195, 0.1409228891134262, 0.006035770755261183]",5,4,2,1
sample,Institute,18,Adj Wk 1,0.9375,0.875,0.8571428571428571,"[0.0, 0.0, 0.0, 0.25, 0.25, 1.0]","[0.0, 0.25, 0.75, 0.75, 1.0, 1.0]","[inf, 0.9983977675437927, 0.7076836824417114, 0.3704673647880554, 0.22025395929813385, 0.0025591396261006594]",3,4,0,1
